LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
LPR-0220-02,2019-05-08 13:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",102.0,pg/g,102.0,N,Yes,-74.11788185,40.7376289
LPR-0220-04,2019-05-10 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",104.0,pg/g,104.0,N,Yes,-74.11722066,40.73767696
LPR-0300-02,2019-04-25 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",408.0,pg/g,43.3,Y,Yes,-74.12899201,40.74143985
LPR-0321-01,2019-05-10 15:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",577.0,pg/g,577.0,N,Yes,-74.13327493,40.74240449
LPR-0325-01,2019-05-16 14:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",274.0,pg/g,41.1,Y,Yes,-74.1339389,40.74133847
LPR-0340-06,2019-05-08 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",267.0,pg/g,267.0,N,Yes,-74.13674033,40.74175997
LPR-0340-09,2019-05-07 14:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",144.0,pg/g,144.0,N,Yes,-74.13669353,40.74120442
LPR-0374-03,2019-05-20 14:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",156.0,pg/g,38.8,Y,Yes,-74.14176444,40.73885986
LPR-0380-05,2019-05-16 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",524.0,pg/g,42.6,Y,Yes,-74.14312836,40.73853202
LPR-0403-01,2019-04-25 14:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",381.0,pg/g,37.4,Y,Yes,-74.14559291,40.73595704
LPR-0430-02,2019-05-20 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",27.6,pg/g,27.6,N,Yes,-74.14938052,40.73324898
LPR-0430-07,2019-05-16 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1320.0,pg/g,96.1,Y,Yes,-74.14951226,40.73441239
LPR-0450-10,2019-05-13 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",590.0,pg/g,86.7,Y,Yes,-74.15341584,40.73372834
LPR-0480-02R,2019-05-13 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",257.0,pg/g,257.0,N,Yes,-74.15886238,40.73394289
LPR-0510-05,2019-05-13 10:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",503.0,pg/g,503.0,N,Yes,-74.16202016,40.7374817
LPR-0510-07,2019-05-08 10:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",828.0,pg/g,62.3,Y,Yes,-74.16308085,40.73715645
LPR-0530-04,2019-05-16 12:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",249.0,pg/g,44.8,Y,Yes,-74.16359001,40.74010598
LPR-0560-03,2019-05-08 14:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",659.0,pg/g,72.0,Y,Yes,-74.16552115,40.74421152
LPR-0625-03,2019-04-25 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",645.0,pg/g,52.4,Y,Yes,-74.1642667,40.75352923
LPR-0640-01,2019-05-07 15:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1120.0,pg/g,58.9,Y,Yes,-74.1650289,40.75575814
LPR-0650-05,2019-04-25 15:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",904.0,pg/g,37.5,Y,Yes,-74.16365098,40.75709332
LPR-0700-04,2019-05-08 09:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",69.7,pg/g,69.7,N,Yes,-74.15996203,40.76352307
LPR-0715-03,2019-05-13 10:10:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",427.0,pg/g,427.0,N,Yes,-74.15891348,40.76579652
LPR-0751-01,2019-05-13 13:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",845.0,pg/g,88.6,Y,Yes,-74.15694025,40.77024753
LPR-0752-01R,2019-05-20 15:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",18.2,pg/g,18.2,N,Yes,-74.15594434,40.77018244
LPR-0765-01,2019-05-28 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",69.2,pg/g,69.2,N,Yes,-74.15513839,40.77185951
LPR-0790-01,2019-05-20 13:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1310.0,pg/g,104.0,Y,Yes,-74.15287657,40.77514289
LPR-0790-03R,2019-05-08 09:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",32.7,pg/g,32.7,N,Yes,-74.1522416,40.77493312
LPR-0650-05,2019-04-25 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",360.0,pg/g,36.3,Y,Yes,-74.16365098,40.75709332
LPR-0430-02,2019-05-20 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",18.9,pg/g,18.9,N,Yes,-74.14938052,40.73324898
LPR-0049-01,2019-07-08 13:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",998.0,pg/g,283.0,Y,Yes,-74.11971498,40.71362809
LPR-0049-01,2019-07-12 10:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1310.0,pg/g,385.0,Y,Yes,-74.11971498,40.71362809
LPR-0060-10,2019-07-29 12:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",605.0,pg/g,605.0,N,Yes,-74.11451188,40.71526797
LPR-0060-10,2019-07-29 12:25:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",233.0,pg/g,233.0,N,Yes,-74.11451188,40.71526797
LPR-0074-02,2019-07-29 12:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",3790.0,pg/g,317.0,Y,Yes,-74.12098246,40.71700479
LPR-0074-02,2019-07-29 13:10:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",933.0,pg/g,933.0,N,Yes,-74.12098246,40.71700479
LPR-0074-04,2019-07-15 13:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",727.0,pg/g,193.0,Y,Yes,-74.11839029,40.71700517
LPR-0074-04,2019-07-15 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",148.0,pg/g,148.0,N,Yes,-74.11839029,40.71700517
LPR-0088-01,2019-07-15 12:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",662.0,pg/g,195.0,Y,Yes,-74.11968147,40.71872798
LPR-0088-01,2019-07-15 12:55:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1560.0,pg/g,162.0,Y,Yes,-74.11968147,40.71872798
LPR-0099-01,2019-07-08 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2130.0,pg/g,236.0,Y,Yes,-74.11968335,40.720425
LPR-0099-01,2019-07-08 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1270.0,pg/g,233.0,Y,Yes,-74.11968335,40.720425
LPR-0170-02,2019-07-12 13:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",3700.0,pg/g,444.0,Y,Yes,-74.11895754,40.73061347
LPR-0210-03,2019-07-08 11:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1420.0,pg/g,216.0,Y,Yes,-74.11765335,40.73626574
LPR-0220-02,2019-07-08 16:35:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",212.0,pg/g,212.0,N,Yes,-74.11788185,40.7376289
LPR-0220-04,2019-07-12 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",449.0,pg/g,449.0,N,Yes,-74.11722066,40.73767696
LPR-0300-02,2019-07-08 12:05:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2350.0,pg/g,390.0,Y,Yes,-74.12899201,40.74143985
LPR-0321-01,2019-07-12 11:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",6100.0,pg/g,559.0,Y,Yes,-74.13327493,40.74240449
LPR-0325-01,2019-07-19 13:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1280.0,pg/g,1280.0,N,Yes,-74.1339389,40.74133847
LPR-0340-06,2019-07-08 16:10:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1640.0,pg/g,335.0,Y,Yes,-74.13674033,40.74175997
LPR-0340-09,2019-07-12 11:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2820.0,pg/g,243.0,Y,Yes,-74.13669353,40.74120442
LPR-0374-03,2019-07-19 15:10:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",855.0,pg/g,855.0,N,Yes,-74.14176444,40.73885986
LPR-0380-05,2019-07-19 11:25:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2920.0,pg/g,2920.0,N,Yes,-74.14312836,40.73853202
LPR-0403-01,2019-07-08 11:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2180.0,pg/g,247.0,Y,Yes,-74.14559291,40.73595704
LPR-0430-02,2019-07-29 13:25:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",262.0,pg/g,262.0,N,Yes,-74.14938052,40.73324898
LPR-0430-07,2019-07-19 13:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",4760.0,pg/g,534.0,Y,Yes,-74.14951226,40.73441239
LPR-0450-10,2019-07-15 12:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1580.0,pg/g,560.0,Y,Yes,-74.15341584,40.73372834
LPR-0480-02R,2019-07-12 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",282.0,pg/g,282.0,N,Yes,-74.15886238,40.73394289
LPR-0510-05,2019-07-15 12:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",959.0,pg/g,486.0,Y,Yes,-74.16202016,40.7374817
LPR-0510-07,2019-07-08 15:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",3100.0,pg/g,385.0,Y,Yes,-74.16308085,40.73715645
LPR-0530-04,2019-07-19 12:30:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1290.0,pg/g,1290.0,N,Yes,-74.16359001,40.74010598
LPR-0560-03,2019-07-08 16:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2550.0,pg/g,355.0,Y,Yes,-74.16552115,40.74421152
LPR-0625-03,2019-07-08 12:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",5310.0,pg/g,282.0,Y,Yes,-74.1642667,40.75352923
LPR-0640-01,2019-07-12 11:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",8480.0,pg/g,541.0,Y,Yes,-74.1650289,40.75575814
LPR-0650-05,2019-07-08 12:40:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1630.0,pg/g,479.0,Y,Yes,-74.16365098,40.75709332
LPR-0700-04,2019-07-08 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",253.0,pg/g,253.0,N,Yes,-74.15996203,40.76352307
LPR-0715-03,2019-07-12 11:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",3210.0,pg/g,451.0,Y,Yes,-74.15891348,40.76579652
LPR-0751-01,2019-07-15 12:15:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",1590.0,pg/g,262.0,Y,Yes,-74.15694025,40.77024753
LPR-0752-01R,2019-07-19 14:50:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",325.0,pg/g,325.0,N,Yes,-74.15594434,40.77018244
LPR-0765-01,2019-07-29 13:45:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",257.0,pg/g,257.0,N,Yes,-74.15513839,40.77185951
LPR-0790-01,2019-07-19 14:20:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",4700.0,pg/g,641.0,Y,Yes,-74.15287657,40.77514289
LPR-0790-03R,2019-07-08 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",204.0,pg/g,204.0,N,Yes,-74.1522416,40.77493312
LPR-0650-05,2019-07-08 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",2400.0,pg/g,436.0,Y,Yes,-74.16365098,40.75709332
LPR-0765-01,2019-07-29 00:00:00,2019 OU2 PDI Porewater Passive Sampler,E1668A,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",154.0,pg/g,154.0,N,Yes,-74.15513839,40.77185951
LPR-0060-10,2019-06-13 16:05:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11451188,40.71526797
LPR-0060-10,2019-06-13 16:05:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.14,ug/l,0.2,Y,Yes,-74.11451188,40.71526797
LPR-0060-10,2019-06-13 16:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11451188,40.71526797
LPR-0060-10,2019-06-13 16:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.11,ug/l,0.2,Y,Yes,-74.11451188,40.71526797
LPR-0074-02,2019-06-13 17:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.12098246,40.71700479
LPR-0074-02,2019-06-13 17:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.1,ug/l,0.2,Y,Yes,-74.12098246,40.71700479
LPR-0074-02,2019-06-13 11:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.12098246,40.71700479
LPR-0074-02,2019-06-13 11:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.12098246,40.71700479
LPR-0099-01,2019-06-17 12:05:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11968335,40.720425
LPR-0099-01,2019-06-17 12:05:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11968335,40.720425
LPR-0099-01,2019-06-17 15:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11968335,40.720425
LPR-0099-01,2019-06-17 15:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.16,ug/l,0.2,Y,Yes,-74.11968335,40.720425
LPR-0170-02,2019-06-25 11:20:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11895754,40.73061347
LPR-0170-02,2019-06-25 11:20:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11895754,40.73061347
LPR-0210-03,2019-06-21 15:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11765335,40.73626574
LPR-0210-03,2019-06-21 15:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11765335,40.73626574
LPR-0220-02,2019-06-24 14:50:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11788185,40.7376289
LPR-0220-02,2019-06-24 14:50:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.11788185,40.7376289
LPR-0300-02,2019-06-11 13:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.12899201,40.74143985
LPR-0300-02,2019-06-11 13:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.12899201,40.74143985
LPR-0321-01,2019-06-25 14:15:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.13327493,40.74240449
LPR-0321-01,2019-06-25 14:15:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.13327493,40.74240449
LPR-0325-01,2019-06-21 11:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.1339389,40.74133847
LPR-0325-01,2019-06-21 11:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.1339389,40.74133847
LPR-0340-06,2019-06-12 14:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.1,ug/l,0.2,Y,Yes,-74.13674033,40.74175997
LPR-0340-06,2019-06-12 14:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.46,ug/l,0.2,Y,Yes,-74.13674033,40.74175997
LPR-0340-09,2019-06-11 15:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.13669353,40.74120442
LPR-0340-09,2019-06-11 15:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.13669353,40.74120442
LPR-0374-03,2019-06-20 15:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.14176444,40.73885986
LPR-0374-03,2019-06-20 15:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.14176444,40.73885986
LPR-0380-05,2019-06-19 16:20:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.14312836,40.73853202
LPR-0380-05,2019-06-19 16:20:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.14312836,40.73853202
LPR-0430-02,2019-06-27 11:15:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.14938052,40.73324898
LPR-0430-02,2019-06-27 11:15:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.16,ug/l,0.2,Y,Yes,-74.14938052,40.73324898
LPR-0450-10,2019-06-20 11:10:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.15341584,40.73372834
LPR-0450-10,2019-06-20 11:10:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.15341584,40.73372834
LPR-0480-02R,2019-06-18 17:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.15886238,40.73394289
LPR-0480-02R,2019-06-18 17:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.13,ug/l,0.2,Y,Yes,-74.15886238,40.73394289
LPR-0510-05,2019-06-26 14:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.16202016,40.7374817
LPR-0510-05,2019-06-26 14:30:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.22,ug/l,0.2,Y,Yes,-74.16202016,40.7374817
LPR-0510-07,2019-06-19 11:50:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.19,ug/l,0.2,Y,Yes,-74.16308085,40.73715645
LPR-0510-07,2019-06-19 11:50:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.38,ug/l,0.2,Y,Yes,-74.16308085,40.73715645
LPR-0530-04,2019-06-18 12:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.13,ug/l,0.2,Y,Yes,-74.16359001,40.74010598
LPR-0530-04,2019-06-18 12:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.3,ug/l,0.2,Y,Yes,-74.16359001,40.74010598
LPR-0560-03,2019-06-24 11:05:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.16552115,40.74421152
LPR-0560-03,2019-06-24 11:05:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.15,ug/l,0.2,Y,Yes,-74.16552115,40.74421152
LPR-0625-03,2019-06-14 11:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.12,ug/l,0.2,Y,Yes,-74.1642667,40.75352923
LPR-0625-03,2019-06-14 11:25:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.29,ug/l,0.2,Y,Yes,-74.1642667,40.75352923
LPR-0640-01,2019-06-14 14:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.1650289,40.75575814
LPR-0640-01,2019-06-14 14:45:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.44,ug/l,0.2,Y,Yes,-74.1650289,40.75575814
LPR-0650-05,2019-06-13 14:00:00,2019 OU2 PDI Porewater Passive Sampler,SW7470,7439-97-6,Mercury,0.2,ug/l,0.2,N,Yes,-74.16365098,40.75709332
